Brand,ModelName,ProcessorBrand,ProcessorName,ProcessorGeneration,OS,RAM,HDD,SSD,StorageDrive,GraphicCardBrand,GraphicCardSize,Stars,Ratings,Reviews,Price,Discount(%)
Lenovo,Lenovo Legion 5 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVID...,AMD,Ryzen 5Core,Ryzen 5,Windows 10,8,1 TB,256 GB,1 TB HDD 256 GB SSD,NVIDIA,4.0,4.6,318.0,32.0,60990,34.0
HP,HP HP Pavilion Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,AMD,Ryzen 5Core,Ryzen 5,Windows 10,8,0,512 GB,512 GB SSD,NVIDIA,4.0,4.4,2055.0,196.0,62990,17.0
Lenovo,Lenovo Ideapad 3 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) 15IML05 Laptop,Intel,Core i5,10th Gen,Windows 11,8,0,512 GB,512 GB SSD,not mentioned,2.0,0.0,0.0,0.0,54999,38.0
DELL,DELL Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050Ti) G15...,Intel,Core i7,11th Gen,Windows 11,16,0,512 GB,512 GB SSD,NVIDIA,4.0,0.0,0.0,0.0,99990,22.0
MSI,MSI GF63 Thin Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650...,Intel,Core i5,9th Gen,Windows 10,8,0,512 GB,512 GB SSD,NVIDIA,4.0,4.5,4296.0,597.0,84990,10.0
RedmiBook,RedmiBook 15 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop,Intel,Core i3,11th Gen,Windows 10,8,0,256 GB,256 GB SSD,not mentioned,0.0,4.2,1204.0,165.0,40990,21.0
ASUS,ASUS ZenBook 13 (2022) Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) UX325EA-KG722TS Thin and ...,Intel,Core i7,11th Gen,Windows 10,16,0,512 GB,512 GB SSD,not mentioned,0.0,0.0,0.0,0.0,89990,26.0
HP,HP x360 Core i5 11th Gen - (8 GB/256 GB SSD/Chrome OS) 14c-cc0010TU Chromebook,Intel,Core i5,11th Gen,Windows 10,8,0,256 GB,256 GB SSD,not mentioned,0.0,0.0,0.0,0.0,60390,20.0
HP,HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15s-fq2626TU Thin and Light Laptop,Intel,Core i3,11th Gen,Windows 11,8,0,256 GB,256 GB SSD,not mentioned,0.0,3.3,6.0,1.0,39999,17.0
DELL,DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,Intel,Core i5,11th Gen,Windows 11,8,0,512 GB,512 GB SSD,not mentioned,0.0,3.9,39.0,9.0,61490,18.0
ASUS,ASUS ROG Strix SCAR 15 (2022) Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA...,Intel,Core i9,12th Gen,Windows 11,32,0,1 TB,1 TB SSD,NVIDIA,16.0,0.0,0.0,0.0,301990,16.0
MSI,MSI Pulse GL66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 307...,Intel,Core i7,11th Gen,Windows 10,16,0,1 TB,1 TB SSD,NVIDIA,8.0,4.3,20.0,4.0,119990,33.0
ASUS,ASUS Vivobook 15 Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) X515EA-BR391TS Laptop,Intel,Core i3,11th Gen,Windows 10,8,1 TB,0,1 TB HDD,not mentioned,0.0,3.4,20.0,1.0,35990,30.0
Infinix,Infinix INBook X1 Pro Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL12 Thin and Light Laptop,Intel,Core i7,10th Gen,Windows 11,16,0,512 GB,512 GB SSD,not mentioned,0.0,4.2,141.0,31.0,50990,27.0
Lenovo,Lenovo Core i3 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) 15IML05 Thin and Light Laptop,Intel,Core i3,10th Gen,Windows 11,8,1 TB,0,1 TB HDD,not mentioned,0.0,3.7,137.0,15.0,35490,38.0
Lenovo,Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,Intel,Core i5,11th Gen,Windows 11,8,0,512 GB,512 GB SSD,NVIDIA,4.0,0.0,0.0,0.0,72990,34.0
MSI,MSI Modern 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B11MOU-637IN Thin and Lig...,Intel,Core i5,11th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.3,166.0,20.0,46990,30.0
HP,HP 15s Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) FR2508TU Thin and Light Laptop,Intel,Core i3,11th Gen,Windows 11,8,0,512 GB,512 GB SSD,not mentioned,0.0,5.0,5.0,0.0,42490,17.0
DELL,DELL Vostro Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) Vostro 3401 Thin and Light Laptop,Intel,Core i3,10th Gen,Windows 10,8,1 TB,0,1 TB HDD,not mentioned,0.0,4.0,1954.0,193.0,40990,24.0
APPLE,APPLE MacBook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) Z12A000D3,Apple,np.NaN,,Mac OS,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.7,7168.0,669.0,102990,7.0
HP,HP x360 Core i5 11th Gen - (8 GB/256 GB SSD/Chrome OS) 14c-cc0010TU Chromebook,Intel,Core i5,11th Gen,Windows 10,8,0,256 GB,256 GB SSD,not mentioned,0.0,0.0,0.0,0.0,60390,20.0
ASUS,ASUS ROG Strix SCAR 15 (2022) Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA...,Intel,Core i9,12th Gen,Windows 11,32,0,1 TB,1 TB SSD,NVIDIA,16.0,0.0,0.0,0.0,301990,16.0
ASUS,ASUS ZenBook 13 (2022) Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) UX325EA-KG722TS Thin and ...,Intel,Core i7,11th Gen,Windows 10,16,0,512 GB,512 GB SSD,not mentioned,0.0,0.0,0.0,0.0,89990,26.0
HP,HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) 15s-du3519TX Thin and Light Lapt...,Intel,Core i5,11th Gen,Windows 11,8,0,512 GB,512 GB SSD,not mentioned,2.0,0.0,0.0,0.0,64990,11.0
ASUS,ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC311WS 2 in 1 Lapt...,Intel,Core i3,11th Gen,Windows 11,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.1,16.0,3.0,52990,22.0
MSI,MSI Pulse GL66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 307...,Intel,Core i7,11th Gen,Windows 10,16,0,1 TB,1 TB SSD,NVIDIA,8.0,4.3,20.0,4.0,119990,33.0
DELL,DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,Intel,Core i5,11th Gen,Windows 11,8,0,512 GB,512 GB SSD,not mentioned,0.0,3.9,39.0,9.0,61490,18.0
HP,HP 15-ec1105AX Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,AMD,Ryzen 5Core,Ryzen 5,Windows 10,8,0,512 GB,512 GB SSD,NVIDIA,4.0,4.5,1133.0,147.0,61990,11.0
ASUS,ASUS ROG Strix G Core i7 9th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeF...,Intel,Core i7,9th Gen,Windows 10,16,1 TB,256 GB,1 TB HDD 256 GB SSD,NVIDIA,4.0,4.5,1885.0,241.0,99990,17.0
DELL,DELL Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) G1...,Intel,Core i7,11th Gen,Windows 11,16,0,512 GB,512 GB SSD,NVIDIA,4.0,0.0,0.0,0.0,99990,22.0
ASUS,ASUS TUF Ryzen 7 Quad Core 3750H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1...,AMD,Ryzen 7Core,Ryzen 7,Windows 10,8,0,512 GB,512 GB SSD,NVIDIA,4.0,4.4,649.0,77.0,66890,14.0
HP,HP OMEN Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,AMD,Ryzen 5Core,Ryzen 5,Windows 11,8,0,512 GB,512 GB SSD,NVIDIA,4.0,0.0,0.0,0.0,77990,11.0
Infinix,Infinix INBook X1 Pro Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL12 Thin and Light Laptop,Intel,Core i7,10th Gen,Windows 11,16,0,512 GB,512 GB SSD,not mentioned,0.0,4.2,141.0,31.0,50990,27.0
Lenovo,Lenovo Core i3 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) 15IML05 Thin and Light Laptop,Intel,Core i3,10th Gen,Windows 11,8,1 TB,0,1 TB HDD,not mentioned,0.0,3.7,137.0,15.0,35490,38.0
ASUS,ASUS Vivobook 15 Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) X515EA-BR391TS Laptop,Intel,Core i3,11th Gen,Windows 10,8,1 TB,0,1 TB HDD,not mentioned,0.0,3.4,20.0,1.0,35990,30.0
Lenovo,Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,Intel,Core i5,11th Gen,Windows 11,8,0,512 GB,512 GB SSD,NVIDIA,4.0,0.0,0.0,0.0,72990,34.0
MSI,MSI GF63 Thin Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650...,Intel,Core i5,9th Gen,Windows 10,8,0,512 GB,512 GB SSD,NVIDIA,4.0,4.5,4296.0,597.0,84990,10.0
DELL,DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) INSPIRON 5410 2 in 1 Laptop,Intel,Core i5,11th Gen,Windows 11,16,0,512 GB,512 GB SSD,not mentioned,0.0,4.7,3.0,2.0,89890,17.0
MSI,MSI Modern 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B11MOU-637IN Thin and Lig...,Intel,Core i5,11th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.3,166.0,20.0,46990,30.0
DELL,DELL Inspiron Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,Intel,Core i3,10th Gen,Windows 11,8,0,256 GB,256 GB SSD,not mentioned,0.0,0.0,0.0,0.0,37990,30.0
SAMSUNG,SAMSUNG Galaxy Book Go Snapdragon 7c Gen 2 - (4 GB/128 GB EMMC Storage/Windows 11 Home) NP340XLA-KA1IN...,,np.NaN,,Windows 11,4,0,0,,not mentioned,0.0,4.8,24.0,7.0,36990,22.0
DELL,DELL Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050Ti) G15...,Intel,Core i7,11th Gen,Windows 11,16,0,512 GB,512 GB SSD,NVIDIA,4.0,0.0,0.0,0.0,99990,22.0
acer,acer Predator Helios 300 Core i7 11th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 10 Home/6 GB Graphics/N...,Intel,Core i7,11th Gen,Windows 10,16,1 TB,512 GB,1 TB HDD 512 GB SSD,NVIDIA,6.0,4.5,368.0,59.0,112990,19.0
ASUS,ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,AMD,Ryzen 9Core,Ryzen 9,Windows 10,32,0,1 TB,1 TB SSD,NVIDIA,4.0,4.3,6.0,1.0,142990,29.0
ASUS,ASUS ROG Strix G15 Ryzen 9 Octa Core 5900HX - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,AMD,Ryzen 9Core,Ryzen 9,Windows 10,16,0,512 GB,512 GB SSD,NVIDIA,4.0,4.7,16.0,2.0,97990,28.0
HP,HP OMEN 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX ...,AMD,Ryzen 7Core,Ryzen 7,Windows 10,16,0,1 TB,1 TB SSD,NVIDIA,8.0,4.8,18.0,2.0,158490,13.0
ASUS,ASUS Chromebook Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C423NA-BZ0522 Chromebook,Intel,Celero,,Windows 10,4,0,0,,not mentioned,0.0,4.1,707.0,104.0,22990,23.0
DELL,DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10) Inspiron 5418 Thin and Light Laptop,Intel,Core i5,11th Gen,Windows 10,16,0,512 GB,512 GB SSD,not mentioned,0.0,4.0,62.0,7.0,71090,20.0
DELL,DELL Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060...,AMD,Ryzen 7Core,Ryzen 7,Windows 11,16,0,512 GB,512 GB SSD,NVIDIA,6.0,3.7,3.0,1.0,114990,24.0
Nokia,Nokia PureBook X14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510UL85S Thin and Light Lap...,Intel,Core i5,10th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.4,1181.0,260.0,53990,40.0
Lenovo,Lenovo IdeaPad 3 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 15IML05 Thin and L...,Intel,Core i5,10th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,2.0,4.4,49.0,3.0,54490,29.0
Lenovo,Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graph...,AMD,Ryzen 5Core,Ryzen 5,Windows 10,8,1 TB,256 GB,1 TB HDD 256 GB SSD,not mentioned,0.0,4.5,1727.0,250.0,62490,24.0
acer,acer Predator Helios 300 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,Intel,Core i9,11th Gen,Windows 11,16,0,1 TB,1 TB SSD,NVIDIA,6.0,0.0,0.0,0.0,144990,14.0
ASUS,ASUS EeeBook 12 Celeron Dual Core - (4 GB/64 GB EMMC Storage/Windows 10 Home) E210MA-GJ011T Thin and L...,Intel,Celero,,Windows 10,4,0,0,,not mentioned,0.0,3.7,41.0,4.0,20990,19.0
Lenovo,Lenovo ThinkPad E15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) E15 Thin and Light Laptop,Intel,Core i5,11th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.7,10.0,0.0,67990,11.0
Lenovo,Lenovo Yoga Slim 7 Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) Yoga Slim 7 14ITL05b ...,Intel,Core i7,11th Gen,Windows 10,16,0,1 TB,1 TB SSD,not mentioned,0.0,4.4,16.0,2.0,96990,6.0
ASUS,ASUS VivoBook Ultra Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB502TS Thin a...,AMD,Ryzen 5Core,Ryzen 5,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.5,636.0,80.0,58990,20.0
Lenovo,Lenovo Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15IML05 Laptop,Intel,Core i3,10th Gen,Windows 11,8,0,256 GB,256 GB SSD,not mentioned,0.0,0.0,0.0,0.0,36990,34.0
ASUS,ASUS VivoBook 15 Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) X515JA-EJ322TS Thin and Light Lapt...,Intel,Core i3,10th Gen,Windows 10,8,1 TB,0,1 TB HDD,not mentioned,0.0,4.0,1860.0,219.0,37990,17.0
DELL,DELL G15 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) G...,Intel,Core i7,12th Gen,Windows 11,16,0,512 GB,512 GB SSD,NVIDIA,6.0,0.0,0.0,0.0,127990,22.0
DELL,DELL Inspiron Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10) Inspiron 3511 Thin and Light Laptop,Intel,Core i3,10th Gen,Windows 10,8,1 TB,0,1 TB HDD,not mentioned,0.0,3.7,55.0,4.0,40990,23.0
DELL,DELL Inspiron Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10) Inspiron 3501 Thin and Light Laptop,Intel,Core i3,10th Gen,Windows 10,8,0,256 GB,256 GB SSD,not mentioned,0.0,4.4,49.0,4.0,40490,0.0
Lenovo,Lenovo Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) V15 ITL G2 Thin and Light Laptop,Intel,Core i3,11th Gen,Windows 10,4,0,256 GB,256 GB SSD,not mentioned,0.0,4.3,114.0,13.0,38990,24.0
Lenovo,Lenovo IdeaPad 5 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Laptop,Intel,Core i5,11th Gen,Windows 11,16,0,512 GB,512 GB SSD,not mentioned,0.0,4.3,80.0,8.0,61990,36.0
DELL,DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light...,AMD,Ryzen 5Core,Ryzen 5,Windows 11,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.1,74.0,8.0,49990,24.0
ASUS,ASUS Ryzen 3 Quad Core 3rd Gen - (8 GB/256 GB SSD/Windows 11 Home) M515DA-BR322WS Laptop,AMD,Ryzen 3Core,Ryzen 3,Windows 11,8,0,256 GB,256 GB SSD,not mentioned,0.0,0.0,0.0,0.0,36949,25.0
ASUS,ASUS ROG Zephyrus G15 Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA ...,AMD,Ryzen 9Core,Ryzen 9,Windows 10,16,0,1 TB,1 TB SSD,NVIDIA,6.0,4.2,68.0,14.0,141990,25.0
ASUS,ASUS ROG Zephyrus G14 Ryzen 7 Octa Core 4800HS - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,AMD,Ryzen 7Core,Ryzen 7,Windows 10,8,0,1 TB,1 TB SSD,NVIDIA,4.0,4.6,237.0,26.0,74990,39.0
Lenovo,Lenovo IdeaPad Gaming 3 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,Intel,Core i5,10th Gen,Windows 10,8,0,512 GB,512 GB SSD,NVIDIA,4.0,4.3,502.0,43.0,53990,21.0
ASUS,ASUS Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) X409FA-EB616T Thin and Light Laptop,Intel,Core i3,10th Gen,Windows 10,8,1 TB,0,1 TB HDD,not mentioned,0.0,3.6,17.0,1.0,32990,28.0
HP,HP Envy x360 Ryzen 5 Hexa Core 4500U - (8 GB/512 GB SSD/Windows 10 Home) 13-AY0045AU 2 in 1 Laptop,AMD,Ryzen 5Core,Ryzen 5,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.6,209.0,27.0,73999,16.0
ASUS,ASUS Asus Vivobook 15 Pentium Quad Core - (4 GB/1 TB HDD/Windows 11 Home) X515MA-BR101W Laptop,Intel,Pentium,,Windows 11,4,1 TB,0,1 TB HDD,not mentioned,0.0,3.7,6.0,0.0,29940,19.0
Lenovo,Lenovo Legion 5 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVID...,AMD,Ryzen 5Core,Ryzen 5,Windows 10,8,1 TB,256 GB,1 TB HDD 256 GB SSD,NVIDIA,4.0,4.6,318.0,32.0,60990,34.0
DELL,DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Vostro 5402 Thin and Light Laptop,Intel,Core i5,11th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,3.0,3.0,1.0,61490,16.0
HP,HP Pavilion Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 14-EC1003AU Thin and Light Lap...,AMD,Ryzen 5Core,Ryzen 5,Windows 11,8,0,512 GB,512 GB SSD,not mentioned,0.0,0.0,0.0,0.0,54990,14.0
HP,HP Chromebook MediaTek Kompanio 500 - (4 GB/64 GB EMMC Storage/Chrome OS) 11A-NA0002MU Chromebook,,np.NaN,,Windows 10,4,0,0,,not mentioned,0.0,3.8,4941.0,576.0,20490,23.0
ASUS,ASUS Strix G15 Ryzen 7 Octa Core AMD Ryzen™ 7 4800H 4th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Gr...,AMD,Ryzen 7Core,Ryzen 7,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.7,11.0,3.0,76990,18.0
DELL,DELL Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light Laptop,AMD,Ryzen 3Core,Ryzen 3,Windows 11,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.0,6.0,1.0,40990,23.0
MSI,MSI Katana GF66 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX ...,Intel,Core i5,11th Gen,Windows 10,16,0,512 GB,512 GB SSD,NVIDIA,4.0,4.5,124.0,26.0,72990,31.0
acer,acer Predator Helios 300 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,Intel,Core i9,11th Gen,Windows 11,16,0,1 TB,1 TB SSD,NVIDIA,6.0,0.0,0.0,0.0,144990,14.0
Lenovo,Lenovo Yoga Slim 7 Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) Yoga Slim 7 14ITL05b ...,Intel,Core i7,11th Gen,Windows 10,16,0,1 TB,1 TB SSD,not mentioned,0.0,4.4,16.0,2.0,96990,6.0
ASUS,ASUS Chromebook Flip Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C214MA-BU0452 Chromebook,Intel,Celero,,Windows 10,4,0,0,,not mentioned,0.0,4.1,1059.0,188.0,21990,26.0
DELL,DELL G15 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) G...,Intel,Core i7,12th Gen,Windows 11,16,0,512 GB,512 GB SSD,NVIDIA,6.0,0.0,0.0,0.0,127990,22.0
ASUS,ASUS Vivobook Gaming Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,Intel,Core i7,10th Gen,Windows 10,16,0,512 GB,512 GB SSD,NVIDIA,4.0,4.1,29.0,2.0,67990,28.0
ASUS,ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,AMD,Ryzen 9Core,Ryzen 9,Windows 10,32,0,1 TB,1 TB SSD,NVIDIA,4.0,4.3,6.0,1.0,142990,29.0
HP,HP HP Envy Ryzen 7 Octa Core 4700U - (16 GB/1 TB SSD/Windows 10 Home) 13-ay0508au Thin and Light Lapto...,AMD,Ryzen 7Core,Ryzen 7,Windows 10,16,0,1 TB,1 TB SSD,not mentioned,0.0,3.7,3.0,0.0,90940,19.0
MSI,MSI Delta 15 AMD Advantage Edition Ryzen 9 Octa Core 5900HX 5th Gen - (16 GB/1 TB SSD/Windows 11 Home/...,AMD,Ryzen 9Core,Ryzen 9,Windows 11,16,0,1 TB,1 TB SSD,not mentioned,0.0,0.0,0.0,0.0,129990,31.0
ASUS,ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC311WS 2 in 1 Lapt...,Intel,Core i3,11th Gen,Windows 11,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.1,16.0,3.0,52990,22.0
DELL,DELL Vostro Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) Vostro 3400 Thin and Light Laptop,Intel,Core i5,11th Gen,Windows 10,8,1 TB,0,1 TB HDD,not mentioned,0.0,3.6,513.0,49.0,51990,7.0
DELL,DELL Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060...,AMD,Ryzen 7Core,Ryzen 7,Windows 11,16,0,512 GB,512 GB SSD,NVIDIA,6.0,3.7,3.0,1.0,114990,24.0
HP,HP 15s Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) FR2508TU Thin and Light Laptop,Intel,Core i3,11th Gen,Windows 11,8,0,512 GB,512 GB SSD,not mentioned,0.0,5.0,5.0,0.0,42490,17.0
ASUS,ASUS Core i7 11th Gen - (16 GB/512 GB SSD/4 GB EMMC Storage/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,Intel,Core i7,11th Gen,Windows 10,16,0,512 GB,512 GB SSD,NVIDIA,4.0,0.0,0.0,0.0,95990,24.0
Lenovo,Lenovo IdeaPad Gaming 3 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,Intel,Core i5,10th Gen,Windows 10,8,0,512 GB,512 GB SSD,NVIDIA,4.0,4.3,502.0,43.0,53990,21.0
acer,acer Aspire 3 Core i5 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) A315-58 Notebook,Intel,Core i5,11th Gen,Windows 11,8,1 TB,0,1 TB HDD,not mentioned,0.0,0.0,0.0,0.0,48990,15.0
Lenovo,Lenovo ThinkPad E15 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) E15 Laptop,Intel,Core i3,11th Gen,Windows 10,4,0,256 GB,256 GB SSD,not mentioned,0.0,4.2,46.0,4.0,44990,24.0
APPLE,APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MKGQ3HN/A,Apple,np.NaN,,Mac OS,16,0,1 TB,1 TB SSD,not mentioned,0.0,4.8,63.0,12.0,225990,5.0
Lenovo,Lenovo Legion 5 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVID...,AMD,Ryzen 5Core,Ryzen 5,Windows 10,8,1 TB,256 GB,1 TB HDD 256 GB SSD,NVIDIA,4.0,4.6,318.0,32.0,60990,34.0
Lenovo,Lenovo Ideapad Slim 5i Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL05U2a Thin and Light ...,Intel,Core i5,11th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.2,88.0,11.0,56990,12.0
HP,HP Pavilion Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) 14-EC1008AU Thin and Light La...,AMD,Ryzen 7Core,Ryzen 7,Windows 11,16,0,512 GB,512 GB SSD,not mentioned,0.0,0.0,0.0,0.0,71999,13.0
